Product_ID,Product_Name,Category,Sub_Category,Brand,Color,Size,Material,Price,Cost,Season,Launch_Date,_internal_id,temp_field,notes,Unnamed: 0
P0595,ClassicMode Red Skirt  ,Bottoms,Skirt,ClassicMode,Red,L,Cotton,53.37,24.74,Fall/Winter 2023,2023-09-15,595,,,594
P0725,  UrbanChic Yellow Midi Dress,Dresses,  Midi Dress ,UrbanChic,N/A,S,Silk,45.93,22.43,Fall/Winter 2024,2024-09-04,725,,pending,724
P0637,ModaVibe Black Sweater,Tops,Sweater,ModaVibe,Balck,S,Polyester,43.31,16.79,Spring/Summer 2023,2023/02/19,637,,,636
P0401,ClassicMode Black Sports Bra,Activewear,Sports Bra,ClassicMode,Black,XS,Wool,55.65,23.56,Spring/Summer 2023,2023-02-17,401,,ok,400
P0717,StyleCo Yellow Shorts,Bottoms,  Shorts ,StyleCo,Yellow,Sml,Silk,55.97,20.39,Fall/Winter 2023,08/11/2023,717,,ok,716
P0013,	StyleCo Black Blouse,Tops,Blouse,StyleCo,Black,L,N/A,32.0,12.21,Spring/Summer 2024,2024-02-26,13,,check this,12
P0758,StyleCo Beige T-Shirt,Tops,T-Shirt,StyleCo,Beige,L,Wool,35.29,13.37,Fall/Winter 2023,2023-09-04,758,,pending,757
P0186,TrendWear Black Blouse,TOPS,Blouse,TRENDWEAR,Black,XS,Denim,50.22178405563224,19.41,Fall/Winter 2024,2024-08-15,805,,pending,804
P0440,StyleCo Black Cardigan,Outerwear,Cardigan,StyleCo,Black,XS,Cotton,114.99,41.47,Fall/Winter 2023,2023-09-01,440,,,439
P0287,ModaVibe Black Jeans,Bottoms,Jeans,ModaVibe,Black,L,Denim,81.05,37.89,Fall/Winter 2024,2024-08-17,287,,,286
P0145,TrendWear Black Pants,Bottoms,Pants,TrendWear,Black,XS,Cotton,39.77,15.85,Spring/Summer 2024,2024-03-29,145,,ok,144
P0584,TrendWear Blue Cocktail Dress,Dresses,Cocktail Dress,TrendWear,Blue,S,Silk,78.96,29.49,Spring/Summer 2023,2023-02-01,584,,,583
P0414,	TrendWear Purple Maxi Dress,Dresses,Maxi Dress,TrendWear,NA,L,Wool,83.86,38.02,Fall/Winter 2023,09/21/2023,414,,pending,413
P0634,  UrbanChic Blue Leggings,Activewear,Leggings,UrbanChic,Blue,X-S,Polyester,58.19,26.7,Fall/Winter 2023,2023-09-17,634,,pending,633
P0594,ClassicMode Black Sports Bra,Activewear,Sports Bra,ClassicMode,Black,XL,Silk,53.49,20.23,Spring/Summer 2023,2023-02-17,594,,pending,593
P0478,ClassicMode Beige Pants,Bottoms,Pants,ClassicMode,Beige,L,Blend,55.34,22.91,Fall/Winter 2024,2024-08-02,478,,,477
P0026,ModaVibe Brown Blazer,OUTERWEAR,Blazer,ModaVibe,Brown,XS,Wool,137.1,63.52,Fall/Winter 2024,2024-08-14,26,,ok,25
P0082,ClassicMode Black Sweater,Tops,Sweater,ClassicMode,Black,XL,Silk,34.35,15.9,Spring/Summer 2023,2023-04-02,82,,,81
P0362,UrbanChic Neon Pink Bag,Accessories,Bag,UrbanChic,Neon Pink,M,Denim,18.99,9.28,Spring/Summer 2023,2023-04-01,362,,,361
P0134,ModaVibe Black Sports Bra,Activewear,Sports Bra,ModaVibe,Blak,XL,Silk,34.01,15.85,Fall/Winter 2023,2023-09-25,134,,check this,133
P0002,ModaVibe White Jeans,Bottoms,Jeans,ModaVibe,White,S,Unknown,39.81,15.24,Fall/Winter 2024,2024-08-03,2,,,1
P0607,"ModaVibe Gray Skirt
",Bottoms,Skirt,ModaVibe,Graay,S,Wool,74.32,27.15,Spring/Summer 2023,2023-02-23,607,,check this,606
P0020,UrbanChic Black Midi Dress,DRESSES,Midi Dress,urbanchic,Black,S,Wool,68.11,28.47,Spring/Summer 2023,2023-02-19,20,,ok,19
P0030,StyleCo Purple Jacket,Outerwear,Jacket,StyleCo,NA,Medium,Silk,105.58,41.36,Spring/Summer 2024,05-Feb-2024,30,,,29
P0335,	ClassicMode Green Belt,ACCESSORIES,Belt,classicmode,Green,Lrg,Wool,36.95,18.15,Fall/Winter 2024,2024-08-04,335,,,334
P0502,StyleCo Gray Sweater,Tops,Sweater,StyleCo,Gry,M,Wool,48.69,21.8,Fall/Winter 2024,2024-09-20,502,,check this,501
P0784,StyleCo Red Midi Dress,Dresses,Midi Dress,StyleCo,Red,XL,Silk,87.32,34.56,Spring/Summer 2024,2024-03-16,784,,ok,783
P0351,TrendWear Beige Bag,Accessories,Bag,TrendWear,Beige,XL,Wool,18.18,8.67,Spring/Summer 2023,2023-03-06,351,,,350
P0084,TrendWear Navy Bag,ACCESSORIES,Bag,TrendWear,Navy,M,Cotton,20.05,8.89,Fall/Winter 2024,28-Sep-2024,84,,ok,83
P0496,StyleCo Gray Blouse,Tops,Blouse,StyleCo,Gray,L,Cotton,52.34,25.9,Fall/Winter 2024,2024/09/24,496,,check this,495
P0331,ModaVibe Pink Hoodie,Activewear,Hoodie,ModaVibe,Pink,S,Polyester,58.16,23.87,Spring/Summer 2023,2023-02-16,331,,,330
P0054,UrbanChic Navy Jacket,Outerwear,Jacket,urbanchic,Navy,M,Unknown,76.19,30.19,Fall/Winter 2023,2023-08-28,54,,,53
P0118,ClassicMode Red Belt,Accessories,Belt,CLASSICMODE,Red,S,Blend,22.0,8.19,Spring/Summer 2023,2023-03-07,815,,,814
P0174,ModaVibe Blue Cocktail Dress,Dresses,Cocktail Dress,modavibe,Blue,M,Blend,48.81,20.37,Spring/Summer 2023,2023-03-20,174,,,173
P0437,TrendWear Brown Tank Top,Tops,Tank Top,TrendWear,Brown,XS,Denim,42.55,16.48,Fall/Winter 2023,2023-08-18,437,,check this,436
P0489,TrendWear Black Hat,Accessories,Hat,trendwear,Black,XXL,Unknown,19.31,7.43,Fall/Winter 2024,2024-08-03,489,,,488
P0695,  TrendWear Orange Shorts,Bottoms,Shorts,TrendWear,Orange,M,Blend,75.24,35.77,Fall/Winter 2023,2023-08-13,695,,,694
P0748,  UrbanChic Blue Cocktail Dress,Dresses,Cocktail Dress,urbanchic,Blue,XXL,Blend,73.12,30.52,Fall/Winter 2023,2023-08-05,748,,ok,747
P0467,UrbanChic Pink Shorts,Bottoms,Shorts,UrbanChic,Pink,S,Silk,75.1,29.96,Fall/Winter 2024,2024/09/14,467,,check this,466
P0767,"ModaVibe Navy Midi Dress
",Dresses,Midi Dress,ModaVibe,Navy,L,Polyester,47.46,19.14,Fall/Winter 2023,2023-08-07,767,,check this,766
P0694,TrendWear Black Tank,Activewear,Tank,TrendWear,Black,XS,Polyester,58.04,22.36,Fall/Winter 2023,09/01/2023,694,,ok,693
P0424,TrendWear Pink Sweater,Tops,Sweater,TrendWear,Pink,XL,Denim,33.54,13.17,Fall/Winter 2024,2024/08/18,424,,,423
P0797,  ClassicMode Pink Blazer,Outerwear,Blazer,ClassicMode,Pink,M,Wool,116.09,50.75,Fall/Winter 2023,2023-08-14,797,,check this,796
P0150,ClassicMode Gray Tank,Activewear,Tank,ClassicMode,Gray,XS,Silk,61.93,23.53,Spring/Summer 2024,2024-03-01,150,,,149
P0517,ModaVibe Red Maxi Dress,DRESSES,Maxi Dress,ModaVibe,Red,XXL,Polyester,94.86,39.59,Fall/Winter 2023,2023-08-08,517,,,516
P0219,TrendWear Black Blouse,Tops,  Blouse ,TrendWear,Black,S,Cotton,26.66,12.71,Fall/Winter 2023,2023-08-10,219,,,218
P0495,  TrendWear Black Shorts,Bottoms,Shorts,TrendWear,Black,S,none,52.0,23.57,Fall/Winter 2023,2023-08-25,495,,pending,494
P0465,UrbanChic Beige Cocktail Dress,DRESSES,Cocktail Dress,UrbanChic,Beige,S,Polyester,49.91,18.18,Fall/Winter 2024,2024-09-17,465,,,464
P0144,	StyleCo Black Mini Dress,Dresses,  Mini Dress ,StyleCo,Black,l,Cotton,85.04,38.74,Fall/Winter 2024,08/07/2024,144,,check this,143
P0127,ClassicMode Navy Leggings,Activewear,Leggings,ClassicMode,Navy,S,Silk,40.59,14.91,Spring/Summer 2023,2023-02-21,127,,pending,126
P0153,  ModaVibe Beige Maxi Dress,Dresses,Maxi Dress,ModaVibe,Beige,XS,Polyester,92.52,36.35,Fall/Winter 2024,09/23/2024,153,,check this,152
P0239,ClassicMode Orange Sweater,Tops,Sweater,ClassicMode,Orange,L,Silk,28.28,12.94,Fall/Winter 2023,2023-09-21,239,,pending,238
P0536,UrbanChic Black Jeans,Bottoms,  Jeans ,UrbanChic,Black,L,Polyester,40.68,19.45,Spring/Summer 2023,25-Feb-2023,536,,,535
P0763,ModaVibe Navy Hat,Accessories,Hat,ModaVibe,Navi,M,Denim,28.41,11.54,Fall/Winter 2023,2023-09-06,763,,pending,762
P0248,"UrbanChic Green Sweater
",Tops,Sweater,UrbanChic,Green,M,Denim,43.29,17.79,Spring/Summer 2023,2023-02-05,248,,check this,247
P0574,	StyleCo Black Maxi Dress,Dresses,Maxi Dress,StyleCo,Black,S,Wool,47.55,18.71,Fall/Winter 2023,2023-09-25,574,,,573
P0109,StyleCo Green Bag,Accessories,Bag,StyleCo,Green,M,Blend,23.19,9.78,Spring/Summer 2023,2023-03-09,109,,pending,108
P0384,TrendWear Pink Bag,Accessories,Bag,TrendWear,Pink,L,Silk,23.33,10.59,Fall/Winter 2024,2024-09-21,384,,ok,383
P0338,ClassicMode Neon Pink Belt  ,Accessories,Belt,ClassicMode,Neon Pink,XS,Denim,25.75,10.62,Spring/Summer 2023,2023-03-08,338,,,337
P0793,StyleCo Brown Blouse,Tops,Blouse,StyleCo,Brown,M,NA,34.35,15.24,Spring/Summer 2024,2024-03-15,793,,,792
P0045,ClassicMode Navy Midi Dress,Dresses,Midi Dress,classicmode,Nawy,XL,,84.6,30.53,Spring/Summer 2024,2024-03-31,45,,ok,44
P0406,ClassicMode Black Mini Dress,Dresses,Mini Dress,ClassicMode,Black,L,Polyester,54.18,21.31,Fall/Winter 2023,2023-09-05,406,,,405
P0650,UrbanChic Navy Midi Dress,Dresses,Midi Dress,UrbanChic,--,M,Blend,80.27,34.33,Fall/Winter 2023,2023-08-03,650,,check this,649
P0507,TrendWear Orange Midi Dress,DRESSES,Midi Dress,TrendWear,Orange,XS,Wool,81.75,37.47,Fall/Winter 2023,2023-08-27,507,,,506
P0325,UrbanChic White Cardigan,Outerwear,Cardigan,UrbanChic,White,XS,Silk,132.59,64.44,Fall/Winter 2024,2024/08/29,325,,ok,324
P0726,StyleCo Navy Tank,Activewear,Tank,StyleCo,Navy,M,Cotton,42.05,16.18,Fall/Winter 2024,2024-09-21,726,,check this,725
P0169,ModaVibe White Coat,Outerwear,Coat,ModaVibe,White,XL,Polyester,126.3,48.82,Spring/Summer 2023,2023-02-04,169,,check this,168
P0138,TrendWear Neon Pink Bag,Accessories,Bag,trendwear,Neon Pink,M,Silk,23.86,10.04,Fall/Winter 2024,2024-08-03,138,,ok,137
P0423,ClassicMode Beige T-Shirt,TOPS,T-Shirt,ClassicMode,Beige,M,Polyester,26.27,11.3,Spring/Summer 2024,2024-03-26,423,,check this,422
P0221,ClassicMode Mustard Blouse,Tops,Blouse,classicmode,Mustard,M,Silk,34.7,15.89,Spring/Summer 2023,2023-02-27,221,,,220
P0226,TrendWear Black Scarf,Accessories,Scarf,TrendWear,Black,M,Silk,35.61,13.25,Spring/Summer 2024,2024-02-29,226,,pending,225
P0455,UrbanChic Red Pants,Bottoms,Pants,UrbanChic,Red,L,Cotton,45.1,22.08,Fall/Winter 2024,2024-09-28,455,,pending,454
P0520,ClassicMode Yellow T-Shirt,Tops,T-Shirt,ClassicMode,Yellow,XL,Silk,33.63,13.16,Fall/Winter 2024,05-Sep-2024,520,,,519
P0691,  TrendWear Beige Sports Bra,Activewear,Sports Bra,TrendWear,Beige,S,Cotton,65.9,28.17,Spring/Summer 2024,27-Feb-2024,691,,,690
P0580,"ModaVibe Navy Cocktail Dress
",Dresses,Cocktail Dress,ModaVibe,Navy,M,Denim,77.29,36.08,Fall/Winter 2024,2024-08-12,580,,pending,579
P0356,StyleCo White Coat,Outerwear,Coat,StyleCo,Whit,S,Denim,77.82,29.48,Spring/Summer 2023,03/06/2023,356,,ok,355
P0772,StyleCo Mustard Cardigan,Outerwear,Cardigan,StyleCo,Mustard,S,Cotton,116.11,51.13,Fall/Winter 2023,2023-09-17,772,,,771
P0137,ClassicMode Black Bag,Accessories,Bag,ClassicMode,Black,S,Denim,21.27,9.67,Spring/Summer 2024,2024-03-27,137,,check this,136
P0790,ClassicMode Navy Skirt,Bottoms,Skirt,classicmode,Navy,L,Denim,52.38,25.14,Spring/Summer 2023,2023-03-30,790,,check this,789
P0697,ModaVibe Gray Leggings,Activewear,Leggings,ModaVibe,Gray,L,Silk,48.86,21.65,Spring/Summer 2023,2023-03-27,697,,check this,696
P0727,TrendWear Beige Blazer,Outerwear,Blazer,TrendWear,Beige,S,Polyester,109.1,44.65,Fall/Winter 2024,2024-09-26,727,,pending,726
P0745,UrbanChic Yellow Belt,Accessories,Belt,UrbanChic,Yellow,L,Cotton,35.34,16.26,Spring/Summer 2024,2024-03-23,745,,ok,744
P0712,ClassicMode Pink Pants,Bottoms,Pants,ClassicMode,Pink,XL,Polyester,65.5,27.48,Spring/Summer 2023,2023-02-25,712,,,711
P0740,  TrendWear Purple T-Shirt,TOPS,T-Shirt,TrendWear,Purple,S,Polyester,42.22,16.83,Spring/Summer 2023,2023-02-16,740,,,739
P0294,ModaVibe White Midi Dress  ,DRESSES,  Midi Dress ,ModaVibe,White,L,Blend,95.28,37.34,Fall/Winter 2024,2024-08-13,294,,pending,293
P0770,ClassicMode Black Skirt,BOTTOMS,Skirt,classicmode,Black,S,Denim,66.76,23.74,Spring/Summer 2023,03/11/2023,770,,pending,769
P0011,	ModaVibe White Jeans,Bottoms,Jeans,ModaVibe,Withe,XS,Silk,70.58,26.43,Fall/Winter 2023,09/04/2023,11,,pending,10
P0783,	StyleCo Navy Coat,Outerwear,  Coat ,StyleCo,Navy,M,Polyester,70.64,34.78,Spring/Summer 2023,2023-03-20,783,,,782
P0541,ModaVibe Black Pants,Bottoms,Pants,ModaVibe,Black,M,Blend,61.01,27.42,Spring/Summer 2023,2023-02-01,541,,check this,540
P0252,ModaVibe Black T-Shirt,Tops,  T-Shirt ,modavibe,Black,L,Unknown,34.77,13.81,Fall/Winter 2023,2023-09-03,252,,check this,251
P0208,ModaVibe Gray Midi Dress,Dresses,Midi Dress,ModaVibe,Gray,M,Blend,69.51,24.72,Spring/Summer 2023,2023-02-20,208,,check this,207
P0394,UrbanChic Neon Green Pants,Bottoms,Pants,UrbanChic,Neon Green,S,Blend,57.78,26.26,Fall/Winter 2024,08/07/2024,394,,,393
P0070,TrendWear Black Cardigan,Outerwear,Cardigan,TrendWear,Black,S,Blend,105.67,47.02,Spring/Summer 2023,2023-02-19,70,,ok,69
P0195,StyleCo Navy Shorts,BOTTOMS,Shorts,styleco,Navy,M,Polyester,81.82,29.31,Fall/Winter 2023,2023-08-26,195,,,194
P0573,UrbanChic Pink Maxi Dress,DRESSES,Maxi Dress,UrbanChic,Pnik,XXL,Silk,96.91,38.22,Fall/Winter 2023,2023-08-30,573,,ok,572
P0622,ClassicMode Mustard Pants,Bottoms,Pants,classicmode,Mustard,XL,Denim,78.02,29.56,Spring/Summer 2023,2023-02-19,622,,pending,621
P0113,ModaVibe Pink Belt,Accessories,Belt,ModaVibe,Pnik,M,Denim,35.67,14.08,Fall/Winter 2024,2024-08-29,113,,,112
P0326,ModaVibe Blue T-Shirt,Tops,T-Shirt,ModaVibe,Blue,XS,Denim,48.59,17.87,Fall/Winter 2023,2023-09-11,326,,,325
P0613,UrbanChic Navy Cocktail Dress,Dresses,Cocktail Dress,urbanchic,Navy,XL,Cotton,53.87,25.69,Spring/Summer 2024,09-Feb-2024,613,,,612
P0313,UrbanChic Orange Maxi Dress,Dresses,Maxi Dress,UrbanChic,Orange,S,Unknown,57.79,26.02,Spring/Summer 2024,2024-03-16,313,,check this,312
P0433,UrbanChic Black Maxi Dress,Dresses,Maxi Dress,UrbanChic,Balck,Medium,Polyester,61.06,24.88,Spring/Summer 2024,2024-03-28,433,,,432
P0503,TrendWear Blue Skirt,Bottoms,Skirt,TrendWear,Blue,M,Cotton,73.66,26.15,Fall/Winter 2024,2024-08-05,503,,ok,502
P0342,ClassicMode Neon Pink Belt,Accessories,Belt,ClassicMode,Neon Pink,M,N/A,35.64,14.09,Fall/Winter 2023,2023-09-25,342,,,341
P0612,StyleCo Brown Coat,OUTERWEAR,Coat,StyleCo,Brown,L,N/A,122.37,45.02,Fall/Winter 2023,2023-08-12,612,,ok,611
P0723,UrbanChic Black Blazer,Outerwear,Blazer,UrbanChic,Blck,L,Blend,83.76,30.44,Fall/Winter 2024,2024-09-04,723,,,722
P0508,	UrbanChic Navy Hat,Accessories,Hat,UrbanChic,Navy,S,Denim,19.42,7.94,Spring/Summer 2024,2024-02-16,508,,check this,507
P0623,	StyleCo White Maxi Dress,Dresses,Maxi Dress,StyleCo,Withe,S,Cotton,73.47,25.8,Fall/Winter 2023,2023-09-19,623,,,622
P0442,ClassicMode Neon Green Mini Dress,Dresses,Mini Dress,ClassicMode,Neon Green,Sml,Polyester,76.04,26.77,Spring/Summer 2023,2023-02-02,442,,ok,441
P0282,TrendWear Black Hat,Accessories,Hat,TrendWear,Black,M,Cotton,27.68,11.76,Fall/Winter 2023,08-Sep-2023,282,,pending,281
P0408,ClassicMode Gray Mini Dress,Dresses,Mini Dress,ClassicMode,Gray,XL,Silk,81.1,33.44,Fall/Winter 2024,2024/08/27,408,,ok,407
P0188,ModaVibe Black Maxi Dress,Dresses,Maxi Dress,ModaVibe,Black,XS,Blend,54.88,24.99,Spring/Summer 2024,2024/02/02,188,,pending,187
P0443,StyleCo Brown Maxi Dress,DRESSES,  Maxi Dress ,StyleCo,Brown,L,Silk,60.4,27.6,Fall/Winter 2024,2024-09-02,443,,pending,442
P0644,UrbanChic Blue Mini Dress,Dresses,  Mini Dress ,UrbanChic,Blue,M,Denim,49.42,17.44,Spring/Summer 2023,2023-03-19,644,,check this,643
P0460,ModaVibe Navy Shorts,Bottoms,Shorts,ModaVibe,Navy,M,NA,54.7,27.12,Fall/Winter 2023,2023-08-30,460,,pending,459
P0093,UrbanChic Red Leggings,Activewear,Leggings,UrbanChic,Red,L,Blend,66.92,31.28,Spring/Summer 2023,2023-03-23,93,,pending,92
P0411,ModaVibe White Bag,Accessories,Bag,ModaVibe,White,S,Blend,999.99,9.22,Spring/Summer 2023,2023-03-09,411,,ok,410
P0575,ClassicMode Black Tank Top,Tops,  Tank Top ,ClassicMode,Black,L,N/A,48.33,23.37,Spring/Summer 2023,02/07/2023,575,,pending,574
P0798,TrendWear Gray Mini Dress,Dresses,  Mini Dress ,TrendWear,Gray,S,Polyester,82.17,35.22,Spring/Summer 2024,2024-03-16,798,,ok,797
P0504,UrbanChic Brown Tank,Activewear,Tank,UrbanChic,Brown,L,Polyester,43.81,21.17,Spring/Summer 2023,2023-02-05,504,,pending,503
P0476,StyleCo Black Hat,Accessories,Hat,StyleCo,Black,XXL,Polyester,21.46,9.59,Spring/Summer 2023,2023/02/05,476,,,475
P0739,ModaVibe Navy Jacket,Outerwear,Jacket,ModaVibe,Navy,Large,Blend,103.07,40.69,Spring/Summer 2023,2023-02-17,739,,check this,738
P0558,ClassicMode Purple Bag,Accessories,Bag,ClassicMode,Purple,L,Blend,18.25,6.93,Fall/Winter 2024,2024-08-01,558,,pending,557
P0131,UrbanChic Gray Belt,Accessories,Belt,urbanchic,Gray,M,Cotton,25.66,9.85,Spring/Summer 2023,2023-03-08,131,,,130
P0744,UrbanChic Green T-Shirt,Tops,T-Shirt,UrbanChic,Green,XS,Silk,39.52,14.47,Fall/Winter 2023,2023-09-14,744,,,743
P0563,ClassicMode Beige Belt,Accessories,Belt,classicmode,Beige,M,Polyester,21.99,10.95,Spring/Summer 2023,2023-02-15,563,,ok,562
P0610,ModaVibe Brown Hat,Accessories,Hat,ModaVibe,Brown,S,Silk,32.37,12.32,Spring/Summer 2023,01-Feb-2023,610,,pending,609
P0198,StyleCo White Blazer,Outerwear,Blazer,StyleCo,White,S,Silk,122.9,51.06,Fall/Winter 2024,2024-09-25,198,,check this,197
P0216,TrendWear Blue Bag,Accessories,Bag,TrendWear,Blue,L,Blend,28.68,12.81,Spring/Summer 2023,2023-02-20,216,,,215
P0688,  UrbanChic Brown Shorts,BOTTOMS,Shorts,UrbanChic,Brown,M,Denim,61.08,23.74,Spring/Summer 2023,2023-03-24,688,,,687
P0241,  ModaVibe White Hat,Accessories,Hat,ModaVibe,White,XS,Wool,28.36,11.0,Fall/Winter 2024,2024-09-22,809,,check this,808
P0732,UrbanChic Black Jeans,Bottoms,Jeans,UrbanChic,Black,M,Polyester,69.97,32.12,Spring/Summer 2024,09-Feb-2024,732,,,731
P0482,ModaVibe Purple Blouse,Tops,Blouse,ModaVibe,Purple,S,Denim,46.39,18.74,Spring/Summer 2023,2023-02-25,482,,pending,481
P0576,TrendWear Beige Mini Dress,Dresses,Mini Dress,TrendWear,Beige,XXL,none,92.02,45.39,Spring/Summer 2024,2024-02-23,576,,,575
P0472,UrbanChic Blue Mini Dress,Dresses,Mini Dress,UrbanChic,Blue,xl,Polyester,48.05,18.97,Fall/Winter 2024,2024-09-02,472,,check this,471
P0441,UrbanChic White Midi Dress,Dresses,Midi Dress,UrbanChic,White,XL,,90.26,39.29,Fall/Winter 2023,08/25/2023,441,,ok,440
P0672,ModaVibe Blue Maxi Dress,Dresses,Maxi Dress,ModaVibe,Blue,M,Blend,79.54,36.04,Spring/Summer 2023,2023-02-25,672,,check this,671
P0258,ModaVibe Black Tank,Activewear,Tank,ModaVibe,Black,M,Polyester,66.96,31.39,Fall/Winter 2023,2023-08-08,258,,,257
P0429,  StyleCo Beige Blouse,Tops,Blouse,StyleCo,Beige,XS,Polyester,33.05,15.03,Fall/Winter 2024,2024-09-10,429,,pending,428
P0778,ModaVibe Red Cocktail Dress,Dresses,Cocktail Dress,ModaVibe,Red,L,Denim,66.06,28.78,Fall/Winter 2023,2023-09-01,778,,ok,777
P0498,ClassicMode White T-Shirt,Tops,T-Shirt,ClassicMode,Whte,XS,Blend,45.37,17.5,Fall/Winter 2023,2023-08-22,498,,ok,497
P0636,StyleCo Neon Pink Mini Dress,Dresses,Mini Dress,StyleCo,Neon Pink,M,Denim,87.08,41.61,Fall/Winter 2023,2023-09-12,636,,check this,635
P0491,TrendWear Green Shorts,Bottoms,Shorts,TrendWear,Green,XL,Polyester,39.46,17.28,Spring/Summer 2024,2024-02-04,491,,ok,490
P0461,TrendWear Gray Mini Dress,Dresses,Mini Dress,TrendWear,Gray,XXL,Blend,66.82,25.72,Spring/Summer 2023,01-Apr-2023,461,,,460
P0077,ClassicMode Red Bag,Accessories,Bag,ClassicMode,Red,L,Denim,22.44,10.0,Spring/Summer 2024,20-Mar-2024,77,,ok,76
P0553,ModaVibe Navy Pants,Bottoms,Pants,ModaVibe,Navy,M,Polyester,40.88,19.55,Spring/Summer 2024,2024-02-27,553,,ok,552
P0716,ClassicMode Beige Hoodie,Activewear,  Hoodie ,ClassicMode,Beige,M,Polyester,62.25,22.96,Fall/Winter 2023,2023-08-12,716,,check this,715
P0722,ModaVibe Beige Sports Bra,Activewear,  Sports Bra ,ModaVibe,Beige,XXL,Silk,58.46,28.15,Fall/Winter 2024,2024/09/10,722,,ok,721
P0066,StyleCo Green Tank Top,Tops,Tank Top,styleco,Green,XL,Silk,33.16,13.64,Spring/Summer 2024,2024-03-04,66,,check this,65
P0751,  TrendWear Orange Cocktail Dress,Dresses,Cocktail Dress,TrendWear,Orange,L,Blend,74.18,32.78,Fall/Winter 2024,2024-09-19,751,,ok,750
P0207,ClassicMode Green Leggings,ACTIVEWEAR,Leggings,ClassicMode,Green,S,Cotton,42.4,16.59,Fall/Winter 2024,2024-09-10,207,,,206
P0009,TrendWear Brown Jeans,Bottoms,Jeans,TrendWear,NA,S,Blend,50.73,22.59,Spring/Summer 2023,2023-02-25,9,,,8
P0078,TrendWear Blue Pants,BOTTOMS,Pants,TrendWear,Blue,M,Blend,41.91,16.46,Spring/Summer 2024,2024-02-29,78,,,77
P0708,  ClassicMode Neon Green Jeans,Bottoms,Jeans,ClassicMode,Neon Green,M,Blend,45.69,17.47,Spring/Summer 2023,17-Mar-2023,708,,,707
P0059,ClassicMode White Coat,Outerwear,Coat,ClassicMode,White,L,Polyester,128.86,61.94,Spring/Summer 2024,2024/02/20,59,,,58
P0473,ClassicMode Black Maxi Dress,Dresses,Maxi Dress,ClassicMode,Black,M,Silk,84.4,32.7,Fall/Winter 2024,2024-09-05,473,,,472
P0425,ModaVibe Black Sports Bra,Activewear,Sports Bra,ModaVibe,Black,Med,Cotton,43.87,19.85,Fall/Winter 2024,2024-09-20,425,,,424
P0378,ClassicMode Black Skirt,Bottoms,Skirt,ClassicMode,Black,S,Blend,51.9,25.55,Spring/Summer 2023,2023-02-09,378,,pending,377
P0481,ClassicMode Black Hat,Accessories,Hat,ClassicMode,Black,L,,21.49,10.37,Fall/Winter 2023,2023-08-27,481,,check this,480
P0497,ModaVibe Gray Blouse,Tops,Blouse,ModaVibe,Gray,S,Wool,47.15,20.83,Spring/Summer 2024,2024-03-30,497,,check this,496
P0632,TrendWear Blue Midi Dress,Dresses,Midi Dress,TrendWear,Blue,L,Wool,91.62,45.33,Spring/Summer 2024,2024-03-15,632,,pending,631
P0785,UrbanChic Purple Jeans,Bottoms,Jeans,UrbanChic,Purple,L,Denim,62.17,23.66,Fall/Winter 2023,2023-09-17,785,,ok,784
P0320,ModaVibe White Mini Dress,DRESSES,Mini Dress,ModaVibe,White,L,Cotton,92.24,38.45,Fall/Winter 2024,2024-08-06,320,,,319
P0365,ClassicMode Beige Shorts,Bottoms,  Shorts ,classicmode,Beige,S,Denim,81.99,37.6,Fall/Winter 2023,2023-09-20,365,,ok,364
P0413,StyleCo Beige Hat,ACCESSORIES,Hat,StyleCo,Beige,XXL,Silk,24.47,11.56,Fall/Winter 2024,2024-08-17,413,,,412
P0142,StyleCo Black Pants,Bottoms,Pants,StyleCo,Black,M,Blend,68.17,29.32,Spring/Summer 2024,2024/03/26,142,,ok,141
P0089,  TrendWear Green Scarf,Accessories,Scarf,TrendWear,Green,L,Polyester,17.91,6.68,Fall/Winter 2023,2023-09-23,89,,check this,88
P0648,TrendWear Brown T-Shirt,Tops,T-Shirt,TrendWear,Brown,L,Polyester,38.9,16.22,Fall/Winter 2023,2023-09-18,648,,,647
P0324,ClassicMode Pink Jeans,Bottoms,Jeans,ClassicMode,Pink,XL,n/a,56.49,26.29,Spring/Summer 2023,2023-02-19,324,,check this,323
P0322,StyleCo Navy Tank Top,TOPS,Tank Top,StyleCo,Navy,M,Denim,47.36,21.87,Fall/Winter 2024,2024/08/17,322,,,321
P0061,ModaVibe Black Tank Top,Tops,Tank Top,ModaVibe,Black,XL,Cotton,51.97,22.37,Fall/Winter 2024,2024-09-13,61,,,60
P0487,TrendWear Red Mini Dress,Dresses,Mini Dress,TrendWear,Red,M,Denim,83.88,33.87,Spring/Summer 2024,03/23/2024,487,,,486
P0386,StyleCo White Hoodie,ACTIVEWEAR,Hoodie,StyleCo,White,XL,Denim,48.75,19.99,Fall/Winter 2024,2024-09-08,386,,pending,385
P0420,	ClassicMode Black Pants,Bottoms,Pants,ClassicMode,Black,M,Silk,66.33,29.46,Fall/Winter 2023,06-Sep-2023,420,,,419
P0434,StyleCo Black Coat,Outerwear,Coat,StyleCo,Black,XL,Wool,115.9,48.22,Spring/Summer 2023,2023-03-12,434,,check this,433
P0302,ClassicMode Gray Pants,Bottoms,Pants,ClassicMode,Gray,XL,Blend,47.28,23.38,Fall/Winter 2024,2024-09-11,302,,,301
